speaker,sentence,emotion,annotation
Phoebe,Sure!,1,1400000
Ross,I'd love to!,1,0500000
Monica,Well you,0,5000000
Phoebe,"Well, I can't give you a massage, because my licence has been    revoked again!",2,0030101
Ross,"Phoebe, what happened?",0,3010010
Phoebe,"Well, it was an accident...You know, it's a lot of oil and sometimes    the hand just slips!",0,3020000
Chandler,Have I got a surprise for you? Pack your bags!,7,2200001
Phoebe,Oh no!You guys aren't supposed to get divorced for 7 years!,5,0011030
Chandler,"Umm, this is nice.",0,3200000
Monica,"I know, it is isnt it?",1,2300000
Chandler,"No, I mean it, this feels really good. Is it a hundred percent cotton?",7,1200020
Monica,"Yeah! And I got it on sale, too.",1,1400000
Chandler,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",0,5000000
Monica,"Well, if you wanna get a drink later we can.",0,4100000
Chandler,"Oh yeah, that sounds great.  Oh, and listen, its, its gonna be....",0,4100000
Monica,I know. Thanks.,0,4100000
Dr. Green,So? Come on! Explain yourself Geller! First you get my Rachel pregnant!,4,0000410
Mona,You got Rachel pregnant?!,5,0000050
Ross,Who did?!,5,0000050
Dr. Green,You did!,4,0000320
Ross,"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.",3,1013000
Dr. Green,Oh? Really? Thats what my daughter means to you? Nothing?,4,0000500
Ross,"No! No sir umm, she means a lot to me. I mean, I careI-I love Rachel.",3,1013000
Mona,What?!,5,0000140
Ross,"Oh but not that way. I meanI mean Im not in love with her. I love her like a, like a friend.",7,2001011
Dr. Green,Oh really? Thats how treat a friend? You get her in trouble and then refuse to marry her?,4,0000401
Ross,Hey! I offered to marry her!,4,0001400
Mona,Wh,7,2000210
Ross,But I didnt want to.,7,2001101
Dr. Green,Well why not? So you can spend your time with this tramp?!,4,0000500
Mona,Tramp?!,5,0000230
Ross,"Im sorry. Dr. Green, Mona. Mona, Dr. Green.",7,2012000
Chandler,"Yes, Fran.",0,5000000
Chandler,"I know what time it is, but I'm looking at the WENUS and I'm not happy!...",4,0010400
Chandler,"Oh, really, really, really?",7,2000120
Chandler,"Well, let me tell you something... you will care about it, because I care about it!",7,1000220
Chandler,You got it?,0,3000110
Chandler,Good!,1,0400010
Chandler,Whooooaaaa....,5,0101030
Joey,Bijan for men?  Bijan for men?  Bijan for men?,0,3000020
Annabelle,"Hey, Joey. So did you hear about the new guy?",0,4100000
Mr. Heckles,I could have birds.,0,5000000
Monica,"Okay, Mr. Heckles, we'll try to keep it down.",0,3010001
Mr. Heckles,Thank you. I'm going to rejoin my dinner party.,0,5000000
Rachel,"All right, bye-bye.",0,4000001
Chandler,"Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.",0,4000001
Ross,We'll give you Janice.,0,5000000
Phoebe,"I miss Janice though.  ""Hello, Chandler Bing.""",0,4100000
Rachel,"""Oh, my, god.""",5,1000040
Joey,"""Oh, Chandler, now, now, that's it. There, faster!""",1,1300010
Monica,"Stop with the broom, we're not making noise.",0,3000200
Rachel,We won. We won!,1,0500000
Monica,Mr. Heckles.,0,5000000
Rachel,How did this happen?,0,4000010
Mr. Treeger,He musta been sweeping. They found a broom in his hand.,0,5000000
Monica,That's terrible.,7,2020001
Mr. Treeger,I know. I was sweeping yesterday. It coulda been me.,0,3011000
Ross,"Sure, you coulda. You never know.",0,5000000
Mr. Treeger,You never know.,0,5000000
Monica,"Oh, I'm sorry.",2,1040000
Rachel,Where's Chandler?,0,5000000
Phoebe,"Oh, he needed some time to grieve.",0,3020000
Chandler,I'm free! I'm free!,1,0500000
Phoebe,That oughta do it.,0,5000000
Monica,"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning.",7,2200010
Ross,Where'd you get fruit at four in the morning?,5,1000040
Monica,Went down to the docks. Bet ya didn't know you could get it wholesale.,0,3200000
Rachel,I didn't know there were docks.,5,2000030
Joey,Hey.,0,5000000
Chandler,Hey.,0,5000000
Ross,"Aww, is it broken?",2,0040001
Joey,"No, I gotta wear this thing for a couple weeks.",7,2010002
Rachel,Did you tell the doctor you did it jumping up and down on your bed?,0,4100000
Joey,Nooo. I had a story all worked out but then Chandler sold me out.,7,1010102
Chandler,"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket.",7,1020011
Joey,What is this? Fruit?,5,1000040
Rachel,Monica's making jam.,0,5000000
Joey,"Whoa, jam! I love jam!  Hey, how come we never have jam at our place?",1,0300020
Chandler,Because the kids need new shoes.,0,5000000
Monica,I'm going into business people.,0,4100000
Monica,I'm sick and tired of being depressed about Richard.,7,1020101
Monica,"I needed a plan, a plan to get over my man.",7,2020100
Monica,What's the opposite of man?,0,4000010
Monica,Jam.,0,5000000
Monica,Oh Joey don't!,3,0003002
Monica,It's way to hot.,7,2001011
Joey,This will just be my batch.,0,5000000
Joey,"Hey, does anybody else feel bad about Ross?",7,2011010
Monica,Why? Do you think hes still mad at us?,5,1000040
Chandler,Well hes probably mad after you called him this morning to borrow his goggles.,0,3000101
Joey,What? Mine arent tinted.,5,0000050
Rachel,Here you go Pheebs. Who else wants one of my special homemade brownies?,0,4000001
Chandler,I will have one.,0,4100000
Chandler,"Okay, Im not gonna have one.",0,3000002
Ross,Neither will I.,0,3000002
Phoebe,"No, no, its just my tooth.",7,1011002
Chandler,All right Ill have one.,0,5000000
Ross,"So whats a matter, you need a dentist? Ive got a good one.",0,4000010
Phoebe,"No thanks, I have a good one too. I just, I, I cant see him.",3,1013000
Chandler,See that is the problem with invisible dentists.,0,3200000
Ross,Why? Why cant you go to him?,5,1000040
Phoebe,"Because, every time I go to the dentist, somebody dies.",7,1022000
Chandler,"That is so weird, because every time I go to the dentist, I look down the hygienists blouse.",1,0400010
Rachel,"Phoebe, what? Umm...what?!",5,0000050
Phoebe,"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend Albino Bob.",7,2021000
Rachel,And all these people actually died?,5,0000050
Phoebe,"Yes, while I was in the chair!",7,1021010
Phoebe,"Thats why I take such good care of my teeth now, y'know, its not about oral hygiene, I floss to save lives!",0,3002000
Ross,"Pheebs, come on, you didnt kill anybody, these people just happened to die when you went to the dentist.",0,3000020
Ross,"Its, its, its just ah, a coincidence.",0,5000000
Phoebe,"Well tell that to them. Oh! You cant, their dead.",7,2002001
Ross,Hello?,5,2000030
Emily,Ross.,0,4000100
Ross,"Emily, hi! Uh, how-how was you flight?",7,2001020
Emily,It was dreadful. I felt terrible about how I acted when you said those wonderful things.,2,0040001
Ross,"No, no, that-that, thats all right. Umm, Im just glad you called.",1,1300010
Emily,"Ross umm, theres something that Ive got to tell you, theres-theres someone else.",7,2021000
Ross,Does that mean the same thing in England as it does in America?,7,2011010
Monica,You know what? I'm not gonna be able to enjoy this.,7,2010200
Ross,"Yeah, I know, it's my birthday. We all should be here.",2,2030000
Chandler,"So, let's go.",0,5000000
Ross,"Well maybe, you know, maybe we should stay for one song.",0,4010000
Chandler,"Yeah, I mean, it would be rude to them  for us to leave now.",0,4000001
Monica,"You know, the guys are probably having a great time.",0,3110000
Ross,"Okay, Ive got three of my five.",0,5000000
Rachel,"Three of your five, what?",0,3000020
Ross,Celebrities Im allowed to sleep with.,0,3200000
Rachel,Oh my God! You are giving this a lot of thought.,5,0000041
Ross,"Yeah, its hard okay, I only have two spots left.",0,3110000
Chandler,"All right, so who do you got it narrowed down to?",0,5000000
Ross,"Okay, Elizabeth Hurely....",1,2300000
Chandler,"Oooh-hoo, very attractive, forgiving.",5,0200030
Ross,Susan Sarandon.,0,3200000
Chandler,"Eh, y'know what, shes to political, she probably wouldnt let you do it, unless you donated four cans of food first.",6,2000003
Ross,And!! Isabella Rosselini.,1,2300000
Chandler,"Ooh-hoo. Very hot, very sexy. But ah, y'know shes too international, y'know shes never gonna be around.",1,1300010
Rachel,So?,0,3000020
Chandler,"So, you gotta play the odds, pick somebody whos gonna be in the country like all the time.",0,4100000
Rachel,"Yeah, cause thats why you wont get Isabella Rosselini, geography.",0,4000001
Rachel,Oh thats five Ross. Five women have had five babies! And I have had no babies! Why doesnt she want to come out?,7,1010210
Ross,Yknow what I think it is?,0,4000010
Ross,I think youve made such a nice home for her over the last nine months that she just doesnt want to leave.,0,4100000
Rachel,Oh. Look at you making up crap for me. Oh God!,7,1100120
Dr. Long,"Twenty-one hours, youre a hero.",0,3200000
Rachel,Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.,7,1002011
Dr. Long,"Actually, I think youre ready to go to the delivery room.",0,5000000
Rachel,What?,5,0000050
Dr. Long,"Ten centimeters, youre about to become a mom.",0,5000000
Rachel,My God. Okay.  Ha-ha-ha beat ya! Sucker!,5,0200030
Carol,Are they here yet?,0,3001010
Rachel,"No, honey, they're not, but don't worry, because we are going to find them, and until we do, we are all here for you, ok?",0,4010000
Carol,Ok.,0,3020000
Rachel,Hi.,0,4100000
Flight Attendant,May I see your boarding pass?,0,4100000
Rachel,"Oh, no, no, I don't have one. I just need to talk to my friend.",0,4001000
Flight Attendant,"Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",0,4000010
Rachel,"No, I know, but Ihe just went on.",0,4000100
Rachel,"He's right there, he's got the blue jacket on, I... can I j-just...",7,2020100
Flight Attendant,No no no! Federal regulations!,4,0000500
Rachel,"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is",0,3011000
Flight Attendant,Alright. What's the message?,0,4000001
Rachel,Uh... I don't know.,0,5000000
Flight Attendant,"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",0,4000001
Man,What?,0,4000010
Flight Attendant,"It's from Rachel. She said that she loved the present, and she will see you when you get back.",0,4100000
Man,": Toby... Oh, for God's sake, I don't know what she's talking about!",5,0000230
Man,There's no Rachel!,4,0001301
Man,Don't give me that deep freeze.,7,2000201
Chandler,"Here's the thing, Janice.",0,5000000
Chandler,"You know, I mean, it's like we're different.",0,4000010
Chandler,"I'm like the bing, bing, bing.",7,2210000
Chandler,"You're like the boom, boom, ... boom.",0,4100000
Janice,Ow!,5,0000050
Chandler,"Oh, my god, I'm so sorry. Are you ok?",7,0012020
Janice,"Ow. Um, it's just my lens. It's just my lens. I'll be right back.",7,2010110
Chandler,I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,7,0021002
Phoebe,Oh my god.  How many of those have you had?,5,1000031
Chandler,"Oh, I don't know, a million?",7,2020001
Phoebe,"Chandler, easy, easy. Go to your happy place. La la la la la la la.",0,5000000
Chandler,I'm fine.,0,5000000
Phoebe,All right.,0,4100000
Chandler,I'm not fine. Here she comes.,3,0013001
Phoebe,Wait here. Breathe.,0,3002000
Chandler,How do you do that?,5,1000040
Phoebe,It's like a gift.,0,4100000
Chandler,We should always always break up together.,0,4100000
Phoebe,"Oh, I'd like that.",0,3200000
Chandler,You win.,7,2110100
Joey,"Well, what did you have?",0,3000110
Chandler,It doesnt matter because nothing beats a three and a six.,7,2010101
Chandler,That my friend is D-Cup.,0,3200000
Chandler,"Okay, now much have you won so far?",0,5000000
Joey,"Uh,  wow, 700.",5,0200030
Chandler,Not 700 exactly?,5,2000030
Joey,Yeah.,0,5000000
Chandler,Double it!,7,1100021
Joey,What?,5,0000140
Chandler,"Well you see in Cups, once you get $700, you have to double it.",0,5000000
Joey,Really?,5,2000030
Chandler,"Hey, I didnt make up the rules.",0,4000001
Chandler,"Now, after you receive the doubling bonus, you get uh, one card.",0,4001000
Chandler,"Now that one card could be worth $100 bringing your total to 1,500.",0,4100000
Chandler,Dont get to excited because thats not gonna happen unless you getNo way!,5,0000131
Ross,"Im, Im sorry you didnt get to go to Spacecamp, and Im hoping that maybe somehow, this may make up for it.",2,2030000
Ross,Presenting Sarah Tuttles Private Very Special Spacecamp!,1,2300000
Ross,!,0,3000011
Sarah,"Really Mr. Geller, you dont have to do this.",0,4010000
Ross,Oh come on! Here we go!  Stand by for mission countdown!,1,0300020
Chandler,Im an alien. Im an alien.,0,3110000
Ross,Oh no! An asteroid!,5,0001040
Joey,Hey.,0,5000000
Monica,Hey.,0,5000000
Joey,Where you going?,0,5000000
Monica,To the bank.,0,5000000
Joey,Sperm or regular?,0,4000010
Monica,Sperm.,0,5000000
Joey,"So you're really doing this, huh?",5,2000030
Monica,"Oh yeah, picked a guy, 37135.",0,5000000
Joey,Sounds nice.,0,4100000
Monica,"'Fraid so. Brown hair, green eyes...",0,5000000
Joey,"No kiddin', hmm.",7,2010020
Monica,What?,7,2000120
Roger,"What's wrong, sweetie?",7,2011010
Phoebe,"Nothing, nothing.",7,2020010
Roger,"Aaaah, what's wrong, c'mon.",7,2010110
Phoebe,"It's, I mean, it's nothing, I'm fine.",2,1031000
Phoebe,It's my friends.,2,2030000
Phoebe,They-they have a liking problem with you.,2,2030000
Phoebe,"In that, um, they don't.",2,1040000
Roger,Oh. They don't.,5,0020030
Phoebe,But they don't see all the wonderfulness that I see.,7,2020010
Phoebe,They don't see all the good stuff and all the sweet stuff.,2,2030000
Phoebe,They just think you're a little...,7,2021000
Roger,What?,7,2000120
Phoebe,Intense and creepy.,0,3010010
Ross,Hello.,0,4100000
Chandler,Hi.,0,4000100
Joey,Yeah! You don't like Kathy.,7,1000220
Chandler,You got me.,7,2020010
Joey,"Yeah, you've been avoiding her ever since we started going out. Look, I made an",7,2000210
Chandler,Yeah. Right.,0,3000020
Joey,"Good, and hey! My treat.  But that's only because you're not eating anything, right?",1,0300020
Chandler,Okay.,0,4010000
Monica,I cant believe were here.,1,0400010
Chandler,Oh youve got to be kidding me.,5,0000131
Monica,What?,5,1000040
Front Desk Clerk,"As a wedding gift to you, the hotel would like to give you the honeymoon suite.",0,3200000
Monica,No!! You have been screwing us all day!,4,0000410
Man,Who are you?,5,2000030
Chandler,Were you just ten seconds later!,7,2100200
Monica,Yeah!,7,1100210
Monica,You already got the first class tickets; you got the lounge!,7,1100111
Monica,I mean we should get free stuff too!,4,0200300
Monica,I mean youre not the only ones on your honeymoon!,7,1100201
Woman,Well you can have the suite if you want.,0,5000000
Woman,We dont care about where we stay.,0,4000100
Woman,Were here to celebrate our love together.,7,2200100
Woman,We dont have to get free stuff.,7,1200101
Woman,We just want to be together.,7,2200100
Chandler,We need the stuff.,0,3010010
Mr. Zelner,Yes!,1,1300100
Rachel,"Okay, well then how about a handshake?",0,4100000
Rachel,Oh God I'm sorry!,7,0022010
Rachel,"Oh God, I'm sorry!",7,0022010
Rachel,I did not mean to touch thatI mean,3,1003010
Joey,Hey Pheebs!,1,2300000
Phoebe,Hey!,1,2300000
Joey,Check it out.  How much of a man am I?!,1,2300000
Phoebe,Wow! Nice! Manly and also kind of a slut.,7,0200021
Chandler,Youre turning into a woman.,7,2000111
Ross,"which brings us back, of course, to Greelys theory of dominance.",0,5000000
Ross,"Okay, that-thats all for today.",0,5000000
Ross,"Oh, uh does anyone know where the Freeman building is?",0,4000010
Student,"Yeah, its the new building on Avenue A.",0,5000000
Ross,"What?! That-thats all the way cross town, Im supposed to teach a graduate seminar there in ten minutes.",5,0000050
