class_names,sentences
0, I'm not sure where to pick up my ballot.
1, I can assist you.
0, How are you going to help me?
0, I actually work here.
1, Fabulous. Thanks.
0, Do you have ID?
0, I have it right here.
0, Here's your ballot card.
0, Now what am I supposed to do?
0, Just take it to a booth and begin voting.
1, Sounds good. Thanks.
0, Did you need help?
0, Where do I go to pick up my ballot?
1, I'll help you with that.
0, How's that?
0, I'm working here today.
1, That's wonderful. Thank you.
0," Can I see your ID, please?"
0, Here you go.
0, I have your ballot card right here.
0, What am I supposed to do now?
0, All you have to do now is vote.
1, Okay. Wish me luck.
1, It's very nice to meet you.
1," Nice meeting you, too."
1, I can't believe I'm actually speaking to a candidate.
0," You can ask me questions, if you'd like."
0, I want to ask you what your policy is on gay marriage.
0, Everyone should be able to love who they want.
0, Would you make gay marriage legal?
1, I sure would.
0, I know a lot of people wouldn't agree with that.
1, That's not my problem.
1, I think that is really cool of you.
1, I'm glad to hear that.
1, Nice to meet you.
1," It's very nice meeting you, too."
1, I'm excited to speak to a candidate.
0, What would you like to ask me?
0, What is your stand on gay marriage?
0, I feel that people can love who they want.
0," So, would you make gay marriage legal?"
1, Of course!
-1, I'm sure plenty of people won't like that. 
0, I can't help that.
1, I like that.
1, I hope so.
1, It's nice meeting you.
1," It's nice to meet you, too."
1, I am happy to be speaking to a presidential candidate.
0, Would you like to ask me anything?
0, What do you feel about gay marriage?
0, I think everyone has the right to love who they want.
0, Would you legalize gay marriage?
1," Yes, I would."
-1, Many people won't like that. 
0," I'm sure they won't, but that's my view on gay marriage."
1, I really like you.
1, I really appreciate that.
0, Are renters allowed to have pets?
0," We allow a small well-behaved pet, but you need to sign an agreement saying you'll pay for any damages."
0, Do you allow both cats and dogs?
0, We only allow a medium or small dog or a cat.
0, Are there any special areas where animals are allowed or not allowed?
0, Cats are to be kept indoors at all times. Dogs must be on a leash and with the owner when outdoors.
0, Are there places where I can take my dog for a run?
0, There are quite a few hiking trails nearby.
0, Are there a lot of pets in this building?
0," We don't have a lot of pet owners, but there are a few around if you have any questions about local pet supplies and dog parks."
0, I am a reporter from Channel 5 News.
0, What's up?
0, Could I ask you some questions?
1," Sure, you can."
0, Did you vote today?
1, I sure did!
0, What candidate did you vote for?
0, I can't disclose that information.
0, Why is that?
0, My vote is my own private business.
0, I understand.
0, I voted for our next President.
0, I'm reporting from Channel 5 News.
0, How are you doing?
0, I want to ask you a couple questions.
1, Go for it.
0, Have you voted yet?
0, I voted this morning.
0, Who was your vote for President?
0, I can't tell you that.
0, Why can't you tell me?
0, That is private information.
0, I see.
0, All I can tell you is our next President got my vote.
0, I'm from Channel 5 News.
0, How's it going?
0, I was wondering if I could ask you a few questions.
1, Ask away.
0," First of all, did you vote today?"
0, I already voted.
0, Who did you vote for?
0, I'm not going to tell you.
0, Why not?
0, My vote is personal.
-1, I apologize for invading your privacy. 
1, I am so excited!
0, Excited about what?
1, I just voted.
0, Is this the first time you've voted?
0," Yes, I just had my 18th birthday this year."
1, That's lucky.
0, Why is that?
0, You turned 18 in an election year.
0, I didn't think about it like that.
0, Really?
1," No, but that makes me even more excited."
1, You're a part of history.
1, I am really excited!
0, Why are you so excited?
1, I just got done voting.
0," This was your first time voting, wasn't it?"
0, I just turned 18 last month.
1, That is so lucky of you.
0, Why?
0, You turned 18 a month before the election.
0, I didn't think of it that way.
0, Are you serious?
1," Seriously, but I'm excited that I did."
1, Congratulations on being a part of history.
1, Can you tell that I'm excited?
0, What are you excited about?
1, I voted today.
0, Was this your first time?
0, I just turned 18 a month ago.
1, You're lucky.
0, What do you mean?
0, Because you turned 18 in an election year.
0, I didn't even think of that.
0, You didn't?
1," I really didn't, but I'm still excited."
1," You should be, because you're a part of history."
0, Did you vote yesterday?
1, I sure did!
0, What candidate did you vote for?
